Cell Line,CLO_ID,cello_exact,cello_relaxed
G401_Dox,CLO_0003434,,
G401_NoDox,CLO_0003434,,
G401_rhabdoid_tumor_of_the_kidney,CLO_0003434,,
G-402,CLO_0003435,CLO:0003435,CLO:0003435
gall bladder carcinoma cell line:TGBC14TKB,CLO_0050016,,
gall bladder carcinoma cell line:TGBC2TKB,CLO_0009348,,
gastric adenocarcinoma cell line:MKN1,CLO_0050804,,
gastric adenocarcinoma cell line:MKN45,CLO_0037142,,
gastric cancer cell line:AZ521,CLO_0050792,,
gastrointestinal carcinoma cell line:ECC12,CLO_0050807,,
GBM_2493,CLO_0003456,,
GBM01,CLO_0003456,,
GBM02,CLO_0003456,,
GBM03,CLO_0003456,,
GBM04,CLO_0003456,,
GBM05,CLO_0003456,,
GBM07,CLO_0003456,,
GBM08,CLO_0003456,,
GBM09,CLO_0003456,,
GBM10,CLO_0003456,,
GBM11,CLO_0003456,,
GBM12,CLO_0003456,,
GBM13,CLO_0003456,,
GBM14,CLO_0003456,,
GBM15,CLO_0003456,,
GBM16,CLO_0003456,,
GBM17,CLO_0003456,,
GBM18,CLO_0003456,,
GBM21,CLO_0003456,,
GBM22,CLO_0003456,,
GBM24,CLO_0003456,,
GBM25,CLO_0003456,,
GBM26,CLO_0003456,,
GBM27,CLO_0003456,,
GBM28,CLO_0003456,,
GBM29,CLO_0003456,,
GBM30,CLO_0003456,,
GBM31,CLO_0003456,,
GBM32,CLO_0003456,,
GBM33,CLO_0003456,,
GBM34,CLO_0003456,,
GBM35,CLO_0003456,,
GBM36,CLO_0003456,,
GBM37,CLO_0003456,,
GBM38,CLO_0003456,,
GCT TIB-223,CLO_0003464,,
GI-1,CLO_0050634,CLO:0050634,CLO:0050634
giant cell carcinoma cell line:LU65,CLO_0050059,,
giant cell carcinoma cell line:Lu99B,CLO_0050042,,
GICAN,CLO_0003492,CLO:0003492,CLO:0003492
GIMEN,CLO_0003494,CLO:0003494,CLO:0003494
glassy cell carcinoma cell line:HOKUG,CLO_0050937,,
glioblastoma cell line:A172,CLO_0001560,,
glioblastoma cell line:A172 tech_rep2,CLO_0001560,,
glioblastoma cell line:T98G,CLO_0009258,,
glioma cell line:GI-1,CLO_0050634,,
GM00011,CLO_0025204,CLO:0025204,CLO:0025204
GM00011_fetal_skin_fibroblasts,CLO_0025204,,
GM01310,CLO_0030914,CLO:0013895;CLO:0030914,CLO:0013895;CLO:0030914
GM04025,CLO_0016229,CLO:0016229,CLO:0016229
GM04604,CLO_0018911,CLO:0018911,CLO:0018911
GM04648,CLO_0018967,CLO:0018967,CLO:0018967
GM06077,CLO_0023602,CLO:0023602,CLO:0023602
GM06170,CLO_0023567,CLO:0023567,CLO:0023567
GM06170_fetal_skin_fibroblasts,CLO_0023567,,
GM06990,CLO_0036556,CLO:0036556,CLO:0036556
GM06990_female_B-cells,CLO_0036556,,
GM08714,CLO_0010422,CLO:0010422,CLO:0010422
GM09236,CLO_0012038,CLO:0012038,CLO:0012038
GM09237,CLO_0012037,CLO:0012037,CLO:0012037
GM10248,CLO_0029222,CLO:0029222,CLO:0029222
GM10248_male_B-cells,CLO_0029222,,
GM10266,CLO_0029187,CLO:0029187,CLO:0029187
GM10266_male_B-cells,CLO_0029187,,
GM10847,CLO_0023758,CLO:0023758,CLO:0023758
gm10847,CLO_0023758,CLO:0023758,CLO:0023758
GM10847_female_B-cells_Lymphoblastoid_Cell_Lines,CLO_0023758,,
GM10861_female_B-cells,CLO_0024094,,
GM12004,CLO_0020480,CLO:0020480,CLO:0020480
GM12750,CLO_0022579,CLO:0022579,CLO:0022579
GM12801,CLO_0022626,CLO:0022626,CLO:0022626
GM12801_male_B-cells,CLO_0022626,,
GM12864,CLO_0022833,CLO:0022833,CLO:0022833
GM12864_male_B-cells,CLO_0022833,,
GM12865,CLO_0022834,CLO:0022834,CLO:0022834
GM12865_female_B-cells,CLO_0022834,,
GM12866,CLO_0022825,CLO:0022825,CLO:0022825
GM12866_male_B-cells,CLO_0022825,,
GM12867,CLO_0022824,CLO:0022824,CLO:0022824
GM12867_female_B-cells,CLO_0022824,,
GM12868,CLO_0022827,CLO:0022827,CLO:0022827
GM12868_female_B-cells,CLO_0022827,,
GM12869,CLO_0022826,CLO:0022826,CLO:0022826
GM12869_female_B-cells,CLO_0022826,,
GM12870,CLO_0022829,CLO:0022829,CLO:0022829
GM12870_male_B-cells,CLO_0022829,,
GM12871,CLO_0022828,CLO:0022828,CLO:0022828
GM12871_male_B-cells,CLO_0022828,,
GM12872,CLO_0022836,CLO:0022836,CLO:0022836
GM12872_male_B-cells,CLO_0022836,,
GM12873,CLO_0022835,CLO:0022835,CLO:0022835
GM12873_female_B-cells,CLO_0022835,,
GM12874,CLO_0022838,CLO:0022838,CLO:0022838
GM12874_male_B-cells,CLO_0022838,,
GM12875,CLO_0022837,CLO:0022837,CLO:0022837
GM12875_female_B-cells,CLO_0022837,,
GM12878,CLO_0022851,CLO:0022851,CLO:0022851
gm12878,CLO_0022851,CLO:0022851,CLO:0022851
GM12878 ENCODE,CLO_0022851,,
GM12878 lymphoblastoid,CLO_0022851,,
GM12878 Lymphoblastoid Cells,CLO_0022851,,
GM12878_female_B-cells_lymphoblastoid_cell_line,CLO_0022851,,
GM12878_high,CLO_0022851,,
GM12878_Lymphoblastoid,CLO_0022851,,
GM12878_WT,CLO_0022851,,
gm12890,CLO_0022858,CLO:0022858,CLO:0022858
GM12891,CLO_0022859,CLO:0022859,CLO:0022859
gm12891,CLO_0022859,CLO:0022859,CLO:0022859
GM12891_male_B-_cells_lymphoblastoid_cell_line,CLO_0022859,,
GM12892,CLO_0022856,CLO:0022856,CLO:0022856
gm12892,CLO_0022856,CLO:0022856,CLO:0022856
GM12892_female_B-cells_lymphoblastoid_cell_line,CLO_0022856,,
GM13976,CLO_0033830,CLO:0033830,CLO:0033830
GM13977,CLO_0033829,CLO:0033829,CLO:0033829
GM13977_female_B-cells,CLO_0033829,,
GM15510,CLO_0028068,CLO:0028068,CLO:0028068
GM15510_B-cells,CLO_0028068,,
GM15850,CLO_0027780,CLO:0027780,CLO:0027780
GM15850 LCLs (FRDA),CLO_0027780,,
GM17942,CLO_0016285,CLO:0016285,CLO:0016285
GM17942_lymphoblastoid_cell,CLO_0016285,,
GM18486,CLO_0024943,CLO:0024943,CLO:0024943
gm18486,CLO_0024943,CLO:0024943,CLO:0024943
GM18486_Lymphoblastoid_Cell_Lines,CLO_0024943,,
GM18505,CLO_0024913,CLO:0024913,CLO:0024913
gm18505,CLO_0024913,CLO:0024913,CLO:0024913
GM18505_female_B-cells_Lymphoblastoid_Cell_Lines,CLO_0024913,,
GM18507,CLO_0024916,CLO:0024916,CLO:0024916
GM18508,CLO_0024919,CLO:0024919,CLO:0024919
GM18516,CLO_0024892,CLO:0024892,CLO:0024892
GM18522,CLO_0024894,CLO:0024894,CLO:0024894
GM18526,CLO_0024847,CLO:0024847,CLO:0024847
gm18526,CLO_0024847,CLO:0024847,CLO:0024847
GM18526_B__cells_Lymphoblastoid_Cell_Lines,CLO_0024847,,
GM18951,CLO_0026303,CLO:0026303,CLO:0026303
gm18951,CLO_0026303,CLO:0026303,CLO:0026303
GM18951_B-cells_Lymphoblastoid_Cell_Lines,CLO_0026303,,
GM19099,CLO_0025875,CLO:0025875,CLO:0025875
gm19099,CLO_0025875,CLO:0025875,CLO:0025875
GM19099_female_B-cells_Lymphoblastoid_Cell_Lines,CLO_0025875,,
GM19141,CLO_0025641,CLO:0025641,CLO:0025641
GM19193,CLO_0027332,CLO:0027332,CLO:0027332
gm19193,CLO_0027332,CLO:0027332,CLO:0027332
GM19193_female_B-cells_Lymphoblastoid_Cell_Lines,CLO_0027332,,
GM19238,CLO_0027146,CLO:0027146,CLO:0027146
gm19238,CLO_0027146,CLO:0027146,CLO:0027146
GM19238_female_B-cells_lymphoblastoid_cell_lines,CLO_0027146,,
GM19239,CLO_0027144,CLO:0027144,CLO:0027144
gm19239,CLO_0027144,CLO:0027144,CLO:0027144
GM19239_male_B-cells_lymphoblastoid_cell_line,CLO_0027144,,
GM19240,CLO_0027143,CLO:0027143,CLO:0027143
gm19240,CLO_0027143,CLO:0027143,CLO:0027143
GM19240_B_cells_Lymphoblastoid_Cell_Lines,CLO_0027143,,
GM20000,CLO_0028368,CLO:0028368,CLO:0028368
GM20000_B-cells,CLO_0028368,,
GM-6114,CLO_0023641,,
GP5D,CLO_0003555,CLO:0003555,CLO:0003555
GP5d_colon_adenocarcinoma,CLO_0003555,,
GP5d_colon_adenocarcinoma_SIRAD21,CLO_0003555,,
GRANTA_519,CLO_0003561,,
GRANTA-519,CLO_0003561,CLO:0003561,CLO:0003561
GRANT-A519,CLO_0003561,,
granulosa cell tumor cell line:KGN,CLO_0051454,,
GSS,CLO_0050795,CLO:0050795,CLO:0050795
H1,CLO_0037281,CLO:0037281,CLO:0037281
H-1,CLO_0037281,CLO:0050125,CLO:0050125
H1 cells,CLO_0037281,,CLO:0037281
H1 Cells,CLO_0037281,,CLO:0037281
H1_Cell_Line,CLO_0037281,,
H1_hESC_2,CLO_0037281,,
H1_hESC_3,CLO_0037281,,
H1_shLuc,CLO_0037281,,
H1_shZNF587,CLO_0037281,,
H128,CLO_0007985,CLO:0007985,CLO:0007985
H1299 WT,CLO_0007986,,
H1703 Control-infected,CLO_0008014,,
H1703 SMARCA2-infected,CLO_0008014,,
H1703 SMARCA4-infected,CLO_0008014,,
H1-ESC,CLO_0037281,,
H1-hESC,CLO_0037281,CLO:0037281,CLO:0037281
H1-hESC_2,CLO_0037281,,
H1-hESC_3,CLO_0037281,,
H2087,CLO_0008048,CLO:0008048,CLO:0008048
H2087_LCC2,CLO_0008048,,
H2087_Parental,CLO_0008048,,
H2171,CLO_0008060,CLO:0008060,CLO:0008060
H23,CLO_0008071,CLO:0008071,CLO:0008071
H295R,CLO_0008082,CLO:0008082,CLO:0008082
H295R_adrenal_cortex_carcinoma,CLO_0008082,,
H295R_adrenal_cortex_carcinoma_SF1,CLO_0008082,,
H3122 DMSO,CLO_0037033,,
H3122_LR,CLO_0037033,,
H3122_LR_Pano,CLO_0037033,,
H3122_untreated,CLO_0037033,,
H358,CLO_0008085,CLO:0008085,CLO:0008085
H441,CLO_0008087,CLO:0008087,CLO:0008087
H69,CLO_0008105,CLO:0003609;CLO:0008105,CLO:0003609;CLO:0008105
H69_TGF beta_16h_1,CLO_0008105,,
H69_TGF beta_16h_2,CLO_0008105,,
H69_TGF Vehicle_1,CLO_0008105,,
H69_TGF Vehicle_2,CLO_0008105,,
H69M,CLO_0008105,,
H82,CLO_0008118,CLO:0008118,CLO:0008118
H9,CLO_0003612,CLO:0003581;CLO:0003612;CLO:0037313,CLO:0003581;CLO:0003612;CLO:0037313
H9 cells,CLO_0003612,,CLO:0003581;CLO:0003612;CLO:0037313
H9 Cells,CLO_0003612,,CLO:0003581;CLO:0003612;CLO:0037313
H9 UTXKO,CLO_0003612,,
H9 WT,CLO_0003612,,
H9 WT_1,CLO_0003612,,
H9_ Undifferentiated,CLO_0003612,,
H9_0Dox,CLO_0003612,,
H9_1,CLO_0003612,,
H9_Cell_Line,CLO_0003612,,
H9_ESC,CLO_0003612,,
H9_Het,CLO_0003612,,
H9_Mesendoderm 24h_Hydroxyurea,CLO_0003612,,
H9_Mesendoderm_24h,CLO_0003612,,
H9_naive,CLO_0003612,,
H9_Null,CLO_0003612,,
H9_Null+EZH2,CLO_0003612,,
H9_primed,CLO_0003612,,
H9_WT,CLO_0003612,,
H929,CLO_0008127,CLO:0008127,CLO:0008127
H929_plasma_cell_myeloma,CLO_0008127,,
HaCaT,CLO_0053179,,
HACAT,CLO_0053179,,
HaCaT_keratinocytes,CLO_0053179,,
HaCaT_keratinocytes_caRAS_TGFB,CLO_0053179,,
HaCaT_keratinocytes_dnRAS_TGFB,CLO_0053179,,
HaCaT_keratinocytes_LacZ,CLO_0053179,,
HaCaT_keratinocytes_LacZ_TGFB,CLO_0053179,,
hairy cell leukemia cell line:Mo,CLO_0007815,,
HBL1,CLO_0037256,CLO:0037256,CLO:0037256
HBL1_diffuse_large_B-cell_lymphoma,CLO_0037256,,
HCC1143,CLO_0003630,CLO:0003630,CLO:0003630
HCC1143_ductal_breast_carcinoma,CLO_0003630,,
HCC1187,CLO_0003632,CLO:0003632,CLO:0003632
HCC1395,CLO_0003634,CLO:0003634,CLO:0003634
HCC1428,CLO_0003637,CLO:0003637,CLO:0003637
HCC-1428_breast_adenocarcinoma,CLO_0003637,,
HCC-15,CLO_0009999,CLO:0009999,CLO:0009999
HCC1599,CLO_0003641,CLO:0003641,CLO:0003641
HCC1599_GSI,CLO_0003641,,
HCC1599_WO,CLO_0003641,,
HCC-1599ductal_breast_carcinoma,CLO_0003641,,
HCC1806,CLO_0003644,CLO:0003644,CLO:0003644
HCC1937,CLO_0003645,CLO:0003645,CLO:0003645
HCC1954,CLO_0003647,CLO:0003647,CLO:0003647
HCC1954_ductal_breast_carcinoma,CLO_0003647,,
HCC1954_LCC2,CLO_0003647,,
HCC1954_Parental,CLO_0003647,,
HCC2157,CLO_0003650,CLO:0003650,CLO:0003650
HCC70,CLO_0003658,CLO:0003658,CLO:0003658
hcc70,CLO_0003658,CLO:0003658,CLO:0003658
HCC70_ductal_breast_carcinoma,CLO_0003658,,
HCC70_Vehicle,CLO_0003658,,
HCC70_XY018,CLO_0003658,,
HCC827_lung_adenocarcinoma,CLO_0003659,,
HCT 116,CLO_0003665,CLO:0003665,CLO:0003665
HCT116,CLO_0003665,CLO:0003665,CLO:0003665
HCT-116,CLO_0003665,CLO:0003665,CLO:0003665
HCT116 DMSO,CLO_0003665,,
HCT116 TP53-/-_Nutlin3A,CLO_0003665,,
HCT116 TP53-/-_Nutlin-3A,CLO_0003665,,
HCT-116_colon_carcinoma,CLO_0003665,,
HCT-116_colon_carcinoma_5FU,CLO_0003665,,
HCT-116_colon_carcinoma_CAMP,CLO_0003665,,
HCT-116_colon_carcinoma_DMSO_KOATF3,CLO_0003665,,
HCT-116_colon_carcinoma_TCF4,CLO_0003665,,
HCT-116_colon_carcinoma_TCF4_DOX,CLO_0003665,,
HCT116_DMSO,CLO_0003665,,
HCT116_encode,CLO_0003665,,
HCT116_GLIS2.1-DMSO,CLO_0003665,,
HCT116_GLIS2.2-DMSO,CLO_0003665,,
HCT116_Heterozygous_ARID1A-KO,CLO_0003665,,
HCT116_Homozygous_ARID1A-KO,CLO_0003665,,
HCT116_IFN-beta_1h,CLO_0003665,,
HCT116_NONT,CLO_0003665,,
HCT116_Nutlin-3A,CLO_0003665,,
HCT116_Parental,CLO_0003665,,
HCT116_shPAF1,CLO_0003665,,
HCT116_siCtrl-5FU,CLO_0003665,,
HCT116_siGLIS2.1-5FU,CLO_0003665,,
HCT116_siGLIS2.2-5FU,CLO_0003665,,
HCT-116-RAD21-mAC,CLO_0003665,,
HCT15,CLO_0003666,CLO:0003666,CLO:0003666
HCT-15,CLO_0003666,CLO:0003666,CLO:0003666
HCT-15_colon_carcinoma,CLO_0003666,,
Heart-derived sendai virus reprogrammed iPSC,CLO_0037307,,
heat shocked K562,CLO_0007059,,
HEC-1-A,CLO_0003674,CLO:0003674,CLO:0003674
HEC-1-B,CLO_0003675,CLO:0003675,CLO:0003675
HEK293,CLO_0001230,CLO:0001230;CLO:0050903,CLO:0001230;CLO:0050903
HEK-293,CLO_0001230,CLO:0001230;CLO:0050903,CLO:0001230;CLO:0050903
HEK293 no dox,CLO_0001230,,
HEK293_embryonic_kidney,CLO_0001230,,
HEK293_encode,CLO_0001230,,
HEK293_siBAHD1_W667G_mutant,CLO_0001230,,
HEK293_siBAHD1_WT,CLO_0001230,,
HEK293-A,CLO_0001230,,
HEK293A_empty-vector_DMSO_6h,CLO_0001230,,
HEK293A_WT-MEF2B_DMSO_6h,CLO_0001230,,
HEK293FT,CLO_0037237,,
HEK293-FT,CLO_0037237,,
HEK293-FT_human_embryonic_kidney_female_transformed,CLO_0037237,,
HEK293T,CLO_0037372,CLO:0050894,CLO:0050894
HEK293T_embryonic_kidney,CLO_0037372,,
HEK-MOR Cells,CLO_0001230,,
HEL,CLO_0003679,CLO:0003679;CLO:0023565,CLO:0003679;CLO:0023565
HEL_Erythro_Leukemia,CLO_0003679,,
HEL_sgLKB1e2,CLO_0003679,,
HEL_sgNeg2,CLO_0003679,,
HEL_sgSIK3e4,CLO_0003679,,
HEL92.1.7,CLO_0003682,CLO:0003682;CLO:0003683,CLO:0003682;CLO:0003683
HEL92.1.7_Drug resistant,CLO_0003682,,
HeLa,CLO_0003684,CLO:0003684;CLO:0050910,CLO:0003684;CLO:0050910
Hela,CLO_0003684,CLO:0003684;CLO:0050910,CLO:0003684;CLO:0050910
HeLa_1_low,CLO_0003684,,
HeLa_2_high,CLO_0003684,,
HeLa_cervical_adenocarcinoma,CLO_0003684,,
HeLa_S3,CLO_0003696,,
HeLa_S3_cervical_adenocarcinoma,CLO_0003696,,
HeLaS3,CLO_0003696,CLO:0003695;CLO:0003696;CLO:0003699;CLO:0050921;CLO:0050936,CLO:0003695;CLO:0003696;CLO:0003699;CLO:0050921;CLO:0050936
HelaS3,CLO_0003696,CLO:0003695;CLO:0003696;CLO:0003699;CLO:0050921;CLO:0050936,CLO:0003695;CLO:0003696;CLO:0003699;CLO:0050921;CLO:0050936
HeLa-S3,CLO_0003696,CLO:0003695;CLO:0003696;CLO:0003699;CLO:0050921;CLO:0050936,CLO:0003695;CLO:0003696;CLO:0003699;CLO:0050921;CLO:0050936
HeLa-S3 cervical carcinoma,CLO_0003696,,
HeLa-S3 Cervical Carcinoma Cell Line,CLO_0003696,,
HelaS3 ENCODE,CLO_0003696,,
HeLa-S3_Cervical_Carcinoma,CLO_0003696,,
H-EMC-SS,CLO_0003701,CLO:0003701;CLO:0051381,CLO:0003701;CLO:0051381
Hep G2,CLO_0003704,CLO:0003704;CLO:0003713;CLO:0050856;CLO:0050858,CLO:0003704;CLO:0003713;CLO:0050856;CLO:0050858
Hep-2 cells mock treated biol_rep1,CLO_0003706,,
Hep-2 cells mock treated biol_rep2,CLO_0003706,,
Hep-2 cells mock treated biol_rep3,CLO_0003706,,
Hep-2 cells treated with Streptococci strain 5448 biol_rep1,CLO_0003706,,
Hep-2 cells treated with Streptococci strain 5448 biol_rep2,CLO_0003706,,
Hep-2 cells treated with Streptococci strain 5448 biol_rep3,CLO_0003706,,
Hep-2 cells treated with Streptococci strain JRS4 biol_rep1,CLO_0003706,,
Hep-2 cells treated with Streptococci strain JRS4 biol_rep2,CLO_0003706,,
Hep-2 cells treated with Streptococci strain JRS4 biol_rep3,CLO_0003706,,
Hep3B,CLO_0003702,CLO:0003702;CLO:0003703;CLO:0003710,CLO:0003702;CLO:0003703;CLO:0003710
Hep-3B2-1-7,CLO_0003703,,
hepatoblastoma cell line:HuH-6,CLO_0050851,,
hepatocellular carcinoma cell line: HepG2 ENCODE biol_rep1,CLO_0003704,,
hepatocellular carcinoma cell line: HepG2 ENCODE biol_rep2,CLO_0003704,,
hepatocellular carcinoma cell line: HepG2 ENCODE biol_rep3,CLO_0003704,,
hepatoma cell line:Li-7,CLO_0050854,,
HepG2,CLO_0003704,CLO:0003704;CLO:0003713;CLO:0050856;CLO:0050858,CLO:0003704;CLO:0003713;CLO:0050856;CLO:0050858
Hep-G2,CLO_0003704,CLO:0003704;CLO:0003713;CLO:0050856;CLO:0050858,CLO:0003704;CLO:0003713;CLO:0050856;CLO:0050858
HepG2 ENCODE,CLO_0003704,,
HepG2 hepatocellular carcinoma,CLO_0003704,,
HepG2 Hepatocellular Carcinoma Cell Line,CLO_0003704,,
HepG2_hepatoblastoma,CLO_0003704,,
HepG2_Hepatocellular_Carcinoma,CLO_0003704,,
HepG2_shBRG1,CLO_0003704,,
HepG2_shNS,CLO_0003704,,
HEPM,CLO_0003714,CLO:0003714,CLO:0003714
hereditary spherocytic anemia cell line:WIL2-NS,CLO_0009604,,
hESC,CLO_0037280,,
hESC-1,CLO_0037281,,
hESC-1_Embryonic_stem_cells,CLO_0037281,,
hESC-1_Embryonic_stem_cells_DAMAGED,CLO_0037281,,
hESC-1_Embryonic_stem_cells_DIFF,CLO_0037281,,
hESC-1_Embryonic_stem_cells_DIFF_D0,CLO_0037281,,
hESC-1_Embryonic_stem_cells_DIFF_D1,CLO_0037281,,
hESC-1_Embryonic_stem_cells_DIFF_D2,CLO_0037281,,
hESC-1_Embryonic_stem_cells_NAIVE,CLO_0037281,,
hESC-1_Embryonic_stem_cells_PRIMED,CLO_0037281,,
hESC-1_Embryonic_stem_cells_WNT3A,CLO_0037281,,
HFL-1,CLO_0003733,CLO:0003734,CLO:0003734
HFOB,CLO_0003737,CLO:0003737,CLO:0003737
hFOB_1_19_fetal_osteoblast,CLO_0003737,,
hFOB_differentiated,CLO_0003737,,
hFOB_JQ1_differentiated,CLO_0003737,,
hFOB_undifferentiated,CLO_0003737,,
HFWT,CLO_0050899,CLO:0050899,CLO:0050899
HGRT,CLO_0050118,CLO:0050118,CLO:0050118
hiPSC,CLO_0037308,,
hiPSC_INHI,CLO_0037308,,
hiPSC_KDP53_INHI,CLO_0037308,,
HIRS-BM,CLO_0051382,CLO:0051382,CLO:0051382
HK-2,CLO_0003771,CLO:0003771,CLO:0003771
HKBMM,CLO_0050633,CLO:0050633,CLO:0050633
HL60,CLO_0003775,CLO:0003775;CLO:0050972,CLO:0003775;CLO:0050972
HL-60,CLO_0003775,CLO:0003775;CLO:0050972,CLO:0003775;CLO:0050972
HL-60_acute_myeloid_leukemia,CLO_0003775,,
HL-60_CTRL,CLO_0003775,,
HL-60_PMA_16h,CLO_0003775,,
HL-60_WT,CLO_0003775,,
HME1,CLO_0004291,CLO:0004291;CLO:0037172,CLO:0004291;CLO:0037172
HNT-34,CLO_0050982,CLO:0050982,CLO:0050982
HO-1-u-1,CLO_0051384,CLO:0051384,CLO:0051384
HOKUG,CLO_0050937,CLO:0050937,CLO:0050937
HOS,CLO_0003795,CLO:0003795;CLO:0050810,CLO:0003795;CLO:0050810
HPBALL,CLO_0003817,CLO:0003817;CLO:0050988,CLO:0003817;CLO:0050988
HPB-ALL,CLO_0003817,CLO:0003817;CLO:0050988,CLO:0003817;CLO:0050988
HPB-ALL_T_acute_lymphoblastic_leukemia,CLO_0003817,,
Hs 132.T,CLO_0003848,CLO:0003848,CLO:0003848
Hs 5.T,CLO_0003979,CLO:0003979,CLO:0003979
Hs 53.T,CLO_0003987,CLO:0003987,CLO:0003987
Hs 706.T,CLO_0004066,CLO:0004066,CLO:0004066
Hs 769.T,CLO_0004103,CLO:0004103,CLO:0004103
Hs 863.T,CLO_0004166,CLO:0004166,CLO:0004166
Hs 925.T,CLO_0004233,CLO:0004233,CLO:0004233
HS578T,CLO_0004009,CLO:0004009,CLO:0004009
Hs578T,CLO_0004009,CLO:0004009,CLO:0004009
HS578T_invasive_ductal_breast_carcinoma,CLO_0004009,,
Hs68_Canavan_disease,CLO_0004255,,
HSC-3,CLO_0051569,CLO:0051569,CLO:0051569
HS-ES-1,CLO_0050148,CLO:0050148,CLO:0050148
HS-ES-2R,CLO_0050147,CLO:0050147,CLO:0050147
HSKTC,CLO_0051438,CLO:0051438,CLO:0051438
HSMM,CLO_0000809,,
HSMM skeletal muscle myoblasts,CLO_0000809,,
HSMM Skeletal Muscle Myoblasts Cells,CLO_0000809,,
HSMM_Skeletal_Muscle_Myoblasts,CLO_0000809,,
HSMM_skeletal_muscle_myoblasts,CLO_0000809,,
HS-Os-1,CLO_0050022,CLO:0050022,CLO:0050022
HS-PSS,CLO_0051534,CLO:0051534,CLO:0051534
HSQ-89,CLO_0050085,CLO:0050085,CLO:0050085
HS-SY-2,CLO_0050072,CLO:0050072,CLO:0050072
HSSY2 shCt,CLO_0050072,,
HS-SY-2Monophasic_synovial_sarcoma,CLO_0050072,,
HS-SY-II,CLO_0050072,CLO:0050072,CLO:0050072
HSSYII_Untreated,CLO_0050072,,
HT1080,CLO_0004276,CLO:0004266;CLO:0004276,CLO:0004266;CLO:0004276
HT-1080,CLO_0004276,CLO:0004266;CLO:0004276,CLO:0004266;CLO:0004276
HT1080_1_low,CLO_0004276,,
HT1080_2_high,CLO_0004276,,
HT1080_DDIT3,CLO_0004276,,
HT1080_DOX5d,CLO_0004276,,
HT1080_EWS-FLI1,CLO_0004276,,
HT1080_fibrosarcoma,CLO_0004276,,
HT1080_FUS-DDIT3,CLO_0004276,,
HT1080_untreated,CLO_0004276,,
HT1080_WT,CLO_0004276,,
HT29,CLO_0004283,CLO:0004283,CLO:0004283
HT-29,CLO_0004283,CLO:0004283,CLO:0004283
HT29_colon_adenocarcinoma,CLO_0004283,,
HT29_colon_adenocarcinoma_GW3965_2H,CLO_0004283,,
HT29_colon_adenocarcinoma_GW3965_48H,CLO_0004283,,
HT29_colon_adenocarcinoma_ROSIG_2H,CLO_0004283,,
HT29_colon_adenocarcinoma_ROSIG_48H,CLO_0004283,,
HT29_DMSO,CLO_0004283,,
HT3,CLO_0004286,CLO:0004286,CLO:0004286
hTERT-HME1,CLO_0004291,CLO:0004291;CLO:0037172,CLO:0004291;CLO:0037172
HTMMT,CLO_0050882,CLO:0050882,CLO:0050882
HTOA,CLO_0051442,CLO:0051442,CLO:0051442
HTST,CLO_0050139,CLO:0050139,CLO:0050139
HuCCT1,CLO_0050009,CLO:0050009,CLO:0050009
HUCCT1,CLO_0050009,CLO:0050009,CLO:0050009
