Cell Line,CLO_ID,cello_exact,cello_relaxed
HuCCT1_intrahepatic_cholangiocarcinoma,CLO_0050009,,
HuH-28,CLO_0050855,CLO:0050855,CLO:0050855
HuH-6,CLO_0050851,CLO:0050851,CLO:0050851
Huh-7,CLO_0050850,CLO:0009989;CLO:0050850;CLO:0050853,CLO:0009989;CLO:0050850;CLO:0050853
HuH-7,CLO_0050850,CLO:0009989;CLO:0050850;CLO:0050853,CLO:0009989;CLO:0050850;CLO:0050853
HuH7_hepatocellular_carcinoma,CLO_0050850,,
HuH7_hepatocellular_carcinoma_ASYNC,CLO_0050850,,
HuH7_hepatocellular_carcinoma_MITO,CLO_0050850,,
HuH7_IL-1alpha_1h,CLO_0050850,,
HuH7_untreat,CLO_0050850,,
Human Diploid BJ Fibroblast Cell Lines,CLO_0001980,,
HuT 102 TIB-162,CLO_0004303,,
HUVEC,CLO_0004307,CLO:0004307,CLO:0004307
HUVEC 0hour,CLO_0004307,,
HUVEC umbilical vein endothelial,CLO_0004307,,
HUVEC Umbilical Vein Endothelial Primary Cells,CLO_0004307,,
HUVEC_Notch1kd_IL1beta,CLO_0004307,,
HUVEC_prol_CB,CLO_0004307,,
HUVEC_Scr,CLO_0004307,,
HUVEC_Scr_IL1beta,CLO_0004307,,
HUVEC_Umbilical_Vein_Endothelial_Cells,CLO_0004307,,
HUVEC_VEGF_4h,CLO_0004307,,
HUVEC_WT,CLO_0004307,,
HUVEC-C,CLO_0004307,CLO:0004307,CLO:0004307
HUVEC-C_HUVEC_umbilical_vein_endothelial_cells,CLO_0004307,,
HUVEC-C_HUVEC_umbilical_vein_endothelial_cells_DMSO_HYPO,CLO_0004307,,
HUVEC-C_HUVEC_umbilical_vein_endothelial_cells_DMSO_NORMO,CLO_0004307,,
HUVEC-C_HUVEC_umbilical_vein_endothelial_cells_HYPOX,CLO_0004307,,
HUVEC-C_HUVEC_umbilical_vein_endothelial_cells_NOMO,CLO_0004307,,
HUVEC-C_HUVEC_umbilical_vein_endothelial_cells_PPARG_HYPO,CLO_0004307,,
HUVEC-C_HUVEC_umbilical_vein_endothelial_cells_PPARG_NORMO,CLO_0004307,,
HUVEC-C_HUVEC_umbilical_vein_endothelial_cells_STATIN,CLO_0004307,,
HUVEC-C_HUVEC_umbilical_vein_endothelial_cells_TNF_0M,CLO_0004307,,
HUVEC-C_HUVEC_umbilical_vein_endothelial_cells_TNF_30M,CLO_0004307,,
HUVEC-C_HUVEC_umbilical_vein_endothelial_cells_TNF_JQ1,CLO_0004307,,
HUVEC-C_HUVEC_umbilical_vein_endothelial_cells_VEGF,CLO_0004307,,
HUVEC-C_HUVEC_umbilical_vein_endothelial_cells_VEGF_12H,CLO_0004307,,
HUVEC-C_HUVEC_umbilical_vein_endothelial_cells_VEGF_1H,CLO_0004307,,
HUVEC-C_HUVEC_umbilical_vein_endothelial_cells_VEGF_4H,CLO_0004307,,
HUVEC-prol (CB),CLO_0004307,,
HUVECs_TNF0min,CLO_0004307,,
HUVECs_TNF30min,CLO_0004307,,
HYT-1,CLO_0051543,CLO:0051543,CLO:0051543
IA-LM,CLO_0050075,CLO:0050075,CLO:0050075
ID00014,CLO_0029227,CLO:0029227,CLO:0029227
ID00014_lymphoblastoid_cell_DiGeorge_syndrome,CLO_0029227,,
ID00015,CLO_0029229,CLO:0029229,CLO:0029229
ID00015_lymphoblastoid_cell,CLO_0029229,,
ID00016,CLO_0029230,CLO:0029230,CLO:0029230
IMR32,CLO_0006948,CLO:0006948;CLO:0016777,CLO:0006948;CLO:0016777
IMR-32,CLO_0006948,CLO:0006948;CLO:0016777,CLO:0006948;CLO:0016777
IMR-5,CLO_0006950,CLO:0006950,CLO:0006950
IMR-5_Neuroblastoma,CLO_0006950,,
IMR90,CLO_0006951,CLO:0006951;CLO:0029276;CLO:0029279;CLO:0029284;CLO:0029291;CLO:0029294;CLO:0029328;CLO:0029330;CLO:0029331;CLO:0029332;CLO:0029336,CLO:0006951;CLO:0029276;CLO:0029279;CLO:0029284;CLO:0029291;CLO:0029294;CLO:0029328;CLO:0029330;CLO:0029331;CLO:0029332;CLO:0029336
imr90,CLO_0006951,CLO:0006951;CLO:0029276;CLO:0029279;CLO:0029284;CLO:0029291;CLO:0029294;CLO:0029328;CLO:0029330;CLO:0029331;CLO:0029332;CLO:0029336,CLO:0006951;CLO:0029276;CLO:0029279;CLO:0029284;CLO:0029291;CLO:0029294;CLO:0029328;CLO:0029330;CLO:0029331;CLO:0029332;CLO:0029336
IMR-90,CLO_0006951,CLO:0006951;CLO:0029276;CLO:0029279;CLO:0029284;CLO:0029291;CLO:0029294;CLO:0029328;CLO:0029330;CLO:0029331;CLO:0029332;CLO:0029336,CLO:0006951;CLO:0029276;CLO:0029279;CLO:0029284;CLO:0029291;CLO:0029294;CLO:0029328;CLO:0029330;CLO:0029331;CLO:0029332;CLO:0029336
IMR90 fetal lung fibroblasts,CLO_0006951,,
IMR90 fetal lung fibroblasts Cell Line,CLO_0006951,,
IMR90 IR Senescence,CLO_0006951,,
IMR90 Senescent_1,CLO_0006951,,
IMR90_#1,CLO_0006951,,
IMR90_#2,CLO_0006951,,
IMR90_Cell_Line,CLO_0006951,,
IMR-90_DMSO_1,CLO_0006951,,
IMR-90_DMSO_2,CLO_0006951,,
IMR90_empty_GM,CLO_0006951,,
IMR90_Etoposide,CLO_0006951,,
IMR-90_Etoposide,CLO_0006951,,
IMR90_lung_fibroblasts,CLO_0006951,,
IMR90_lung_fibroblasts_APO,CLO_0006951,,
IMR90_lung_fibroblasts_DMSO,CLO_0006951,,
IMR90_lung_fibroblasts_NUT3A,CLO_0006951,,
IMR90_lung_fibroblasts_QUIES,CLO_0006951,,
IMR90_lung_fibroblasts_SENE,CLO_0006951,,
IMR90_lung_fibroblasts_SENES_E2F7,CLO_0006951,,
IMR90_lung_fibroblasts_SENES_SHCTR,CLO_0006951,,
IMR90_lung_fibroblasts_SENES_SHLUC,CLO_0006951,,
IMR90_lung_fibroblasts_SENES_SHP53,CLO_0006951,,
IMR90_lung_fibroblasts_SENES_SHRB,CLO_0006951,,
IMR90_lung_fibroblasts_TNF,CLO_0006951,,
IMR-90_Nutlin-3a,CLO_0006951,,
IMR-90_proliferating,CLO_0006951,,
IMR-90_quiescent,CLO_0006951,,
IMR-90_senescent,CLO_0006951,,
Induced Pluripotent Stem Cell,CLO_0037307,,
Induced Pluripotent Stem Cells,CLO_0037307,,
induced_pluripotent_stem_cells,CLO_0037307,,
iPS DF 19.11,CLO_0037308,,
iPS DF 19.11 cells,CLO_0037308,,
iPS DF 19.11 Cells,CLO_0037308,,
iPS DF 6.9,CLO_0037308,,
iPS DF 6.9 cells,CLO_0037308,,
iPS DF 6.9 Cells,CLO_0037308,,
iPS_19.11,CLO_0037308,,
iPS_20b,CLO_0037308,,
iPS_DF_19.11_Cell_Line,CLO_0037308,,
iPS_DF_19_11,CLO_0037308,,
iPS_DF_6.9,CLO_0037308,,
iPS_DF_6.9_Cell_Line,CLO_0037308,,
iPS_DF_6_9,CLO_0037308,,
iPS-18a,CLO_0037308,,
iPS-18axian,CLO_0037308,,
iPS-20b,CLO_0037308,,
iPS-20b cells,CLO_0037308,,
iPS-20b Cells,CLO_0037308,,
iPS-20b_Cell_Line,CLO_0037308,,
iPSC,CLO_0037307,,
iPSC_CBP-30,CLO_0037308,,
iPSC_DMSO,CLO_0037308,,
iPSC_induced_pluripotent_stem_cells,CLO_0037308,,
iPSCs,CLO_0037308,,
iPS-DF-19.11,CLO_0037308,,
iPS-DF-6.9,CLO_0037308,,
Ishikawa,CLO_0037163,CLO:0037163,CLO:0037163
Ishikawa Cell,CLO_0037163,,CLO:0037163
Ishikawa_endometrial_adenocarcinoma,CLO_0037163,,
J82,CLO_0007006,CLO:0007006,CLO:0007006
JAR,CLO_0007011,CLO:0007011,CLO:0007011
JEG-3,CLO_0007017,CLO:0007017,CLO:0007017
JHOC-5,CLO_0051439,CLO:0051439,CLO:0051439
JHOM-1,CLO_0051441,CLO:0051441,CLO:0051441
JHOS-2,CLO_0051440,CLO:0051440,CLO:0051440
JHUCS-1,CLO_0050879,CLO:0050879,CLO:0050879
JHUEM-1,CLO_0050873,CLO:0050873,CLO:0050873
JHUS-nk1,CLO_0050925,CLO:0050925,CLO:0050925
JJN3,CLO_0037173,CLO:0037173,CLO:0037173
JMSU1,CLO_0050846,CLO:0050846,CLO:0050846
JMSU-1,CLO_0050846,CLO:0050846,CLO:0050846
JMSU-1_Bladder_carcinoma,CLO_0050846,,
Jurkat,CLO_0007043,CLO:0007029;CLO:0007043;CLO:0050978;CLO:0050993;CLO:0051001,CLO:0007029;CLO:0007043;CLO:0050978;CLO:0050993;CLO:0051001
JURKAT,CLO_0007043,CLO:0007029;CLO:0007043;CLO:0050978;CLO:0050993;CLO:0051001,CLO:0007029;CLO:0007043;CLO:0050978;CLO:0050993;CLO:0051001
Jurkat ZBTB1 KO,CLO_0007043,,
Jurkat ZBTB1 KO_Asparagine deprivation,CLO_0007043,,
Jurkat ZBTB1 KO_ZBTB1_expressing FLAG-ZBTB1,CLO_0007043,,
Jurkat ZBTB1 KO_ZBTB1_expressing FLAG-ZBTB1_Asparagine deprivation,CLO_0007043,,
Jurkat_E6_1_T-cells,CLO_0007043,,
Jurkat_high,CLO_0007043,,
Jurkat_LEDGIN,CLO_0007043,,
Jurkat_low,CLO_0007043,,
Jurkat_T-cells,CLO_0007043,,
Jurkat_WT,CLO_0007043,,
JURL-MK1_chronic_myelogenous_leukemia,CLO_0009838,,
K562,CLO_0007059,CLO:0007050;CLO:0007059;CLO:0024880;CLO:0050123;CLO:0050124;CLO:0050126,CLO:0007050;CLO:0007059;CLO:0024880;CLO:0050123;CLO:0050124;CLO:0050126
k562,CLO_0007059,CLO:0007050;CLO:0007059;CLO:0024880;CLO:0050123;CLO:0050124;CLO:0050126,CLO:0007050;CLO:0007059;CLO:0024880;CLO:0050123;CLO:0050124;CLO:0050126
K-562,CLO_0007059,CLO:0007050;CLO:0007059;CLO:0024880;CLO:0050123;CLO:0050124;CLO:0050126,CLO:0007050;CLO:0007059;CLO:0024880;CLO:0050123;CLO:0050124;CLO:0050126
K562 ENCODE,CLO_0007059,,
K562 leukaemia,CLO_0007059,,
K562 Leukemia Cells,CLO_0007059,,
K562 WT,CLO_0007059,,
K562_??Np63?? expressing,CLO_0007059,,
K562_1_high,CLO_0007059,,
K562_1_low,CLO_0007059,,
K562_2_high,CLO_0007059,,
K562_Control,CLO_0007059,,
K562_Control_1,CLO_0007059,,
K562_DMSO_noIFNG,CLO_0007059,,
K562_EPZ,CLO_0007059,,
K562_Leukemia,CLO_0007059,,
K562_myelogenous_leukemia,CLO_0007059,,
K562_myelogenous_leukemia_DOX,CLO_0007059,,
K562_myelogenous_leukemia_NABUT,CLO_0007059,,
K562_myelogenous_leukemia_SAHA,CLO_0007059,,
K562_MYO1D Non-hub KO,CLO_0007059,,
K562_MYO1D_Hub_KO,CLO_0007059,,
K562_native,CLO_0007059,,
K562_Triptolide_0h,CLO_0007059,,
K562_Triptolide_1h,CLO_0007059,,
K562_Triptolide_4h,CLO_0007059,,
KARPAS_422,CLO_0007065,,
Karpas-299,CLO_0007065,CLO:0007065,CLO:0007065
Karpas-299_ALK+,CLO_0007065,,
KARPAS422,CLO_0007066,CLO:0007066,CLO:0007066
Karpas-422,CLO_0007066,CLO:0007066,CLO:0007066
KARPAS-422,CLO_0007066,CLO:0007066,CLO:0007066
KARPAS-422_diffuse_large_B-cell_lymphoma,CLO_0007066,,
KARPAS-422_DMSO_8d,CLO_0007066,,
Karpas-45,CLO_0007067,CLO:0007067,CLO:0007067
KARPAS-45,CLO_0007067,CLO:0007067,CLO:0007067
Kasumi-1,CLO_0007069,CLO:0007068;CLO:0007069,CLO:0007068;CLO:0007069
Kasumi-1_acute_myeloblastic_leukemia,CLO_0007069,,
Kasumi-1_acute_myeloblastic_leukemia_SICTR,CLO_0007069,,
Kasumi-1_acute_myeloblastic_leukemia_SIRUNX1ETO,CLO_0007069,,
Kasumi-3,CLO_0007070,CLO:0007070,CLO:0007070
Kasumi-3_adult_acute_myeloid_leukemia_with_minimal_differentiation,CLO_0007070,,
Kasumi-3_mock-infected,CLO_0007070,,
Kasumi-6,CLO_0007072,CLO:0007072,CLO:0007072
KATO III,CLO_0007073,CLO:0007073;CLO:0050790,CLO:0007073;CLO:0050790
Kato III,CLO_0007073,CLO:0007073;CLO:0050790,CLO:0007073;CLO:0050790
KATO3,CLO_0007073,,
KATOIII,CLO_0007073,CLO:0007073;CLO:0050790,CLO:0007073;CLO:0050790
KATO-III,CLO_0007073,CLO:0007073;CLO:0050790,CLO:0007073;CLO:0050790
KATOIII_signet_ring_cell_gastric_adenocarcinoma,CLO_0007073,,
KB,CLO_0007074,CLO:0007074,CLO:0007074
KB_cervical_adenocarcinoma,CLO_0007074,,
KCL-22,CLO_0009841,CLO:0009841,CLO:0009841
KELLY,CLO_0007091,CLO:0007091;CLO:0051540,CLO:0007091;CLO:0051540
Kelly,CLO_0007091,CLO:0007091;CLO:0051540,CLO:0007091;CLO:0051540
Kelly cells,CLO_0007091,,CLO:0007091;CLO:0051540
Kelly DMSO,CLO_0007091,,
Kelly JQ1 treated TAE resistant,CLO_0007091,,
Kelly TAE resistant,CLO_0007091,,
kelly_DMSO_3h,CLO_0007091,,
Kelly_NaiveJQ1,CLO_0007091,,
Kelly_neuroblastoma,CLO_0007091,,
Kelly_ResJQ1,CLO_0007091,,
Kelly_ResVeh,CLO_0007091,,
Kelly_shB4_Res,CLO_0007091,,
Kelly_shLUC_Res,CLO_0007091,,
KELLY_untreat,CLO_0007091,,
Kelly_vehicle,CLO_0007091,,
KESY-150,CLO_0007129,,
KG-1,CLO_0007093,CLO:0007093;CLO:0007094;CLO:0023414;CLO:0050639;CLO:0051560,CLO:0007093;CLO:0007094;CLO:0023414;CLO:0050639;CLO:0051560
KG1_acute_myeloid_leukemia_DMSO,CLO_0007093,,
KG1_acute_myeloid_leukemia_XX65023,CLO_0007093,,
KGN,CLO_0051454,CLO:0051454,CLO:0051454
KLM-1,CLO_0050104,CLO:0050104,CLO:0050104
KLM1 wt,CLO_0050104,,
KMS12,CLO_0009842,CLO:0009842,CLO:0009842
KOPN-8,CLO_0037178,CLO:0037178,CLO:0037178
KU812,CLO_0007125,CLO:0007124;CLO:0007125;CLO:0050989,CLO:0007124;CLO:0007125;CLO:0050989
KU-SN,CLO_0050141,CLO:0050141,CLO:0050141
KYM-1,CLO_0037073,CLO:0037073,CLO:0037073
KYSE140,CLO_0007128,CLO:0007128,CLO:0007128
KYSE140_1,CLO_0007128,,
KYSE150,CLO_0007129,CLO:0007129,CLO:0007129
KYSE-150,CLO_0007129,CLO:0007129,CLO:0007129
KYSE180,CLO_0007130,CLO:0007130,CLO:0007130
KYSE180_1,CLO_0007130,,
KYSE-30,CLO_0007132,CLO:0007132,CLO:0007132
KYSE510,CLO_0007135,CLO:0007135,CLO:0007135
KYSE510_1,CLO_0007135,,
KYSE70,CLO_0007137,CLO:0007137,CLO:0007137
KYSE-70,CLO_0007137,CLO:0007137,CLO:0007137
KYSE70_1,CLO_0007137,,
KYSE70_esophageal_squamous_carcinoma,CLO_0007137,,
L1236,CLO_0037179,CLO:0037179,CLO:0037179
L1236_Hodgkin_lymphoma,CLO_0037179,,
L428_Hodgkin_lymphoma,CLO_0007189,,
LAN1,CLO_0007240,CLO:0007240;CLO:0051542,CLO:0007240;CLO:0051542
LA-N-5,CLO_0007242,CLO:0007242;CLO:0050264,CLO:0007242;CLO:0050264
LAN5_ATRA,CLO_0007242,,
LAN5_Ethanol,CLO_0007242,,
LA-N-6,CLO_0037081,CLO:0037081,CLO:0037081
large cell lung carcinoma cell line:IA-LM,CLO_0050075,,
large cell lung carcinoma cell line:NCI-H460,CLO_0008089,,
large cell non-keratinizing squamous carcinoma cell line:SKG-II-SF,CLO_0050918,,
LC-1F,CLO_0050026,CLO:0050026,CLO:0050026
LCLGM10861,CLO_0024094,,
leiomyoblastoma cell line:G-402,CLO_0003435,,
leukemia chronic megakaryoblastic cell line:MEG-01,CLO_0007668,,
Li-7,CLO_0050854,CLO:0050854,CLO:0050854
liposarcoma cell line:SW 872,CLO_0009201,,
LK2,CLO_0050064,CLO:0050064,CLO:0050064
LK-2,CLO_0050064,CLO:0050064,CLO:0050064
LMSU,CLO_0050800,CLO:0050800,CLO:0050800
LN229,CLO_0007363,CLO:0007363,CLO:0007363
LN229_1_mM_glucose,CLO_0007363,,
LN229_10_mM_glucose,CLO_0007363,,
LN229_1mM_glucose_5mM_acetate,CLO_0007363,,
LN229_glioblastoma,CLO_0007363,,
LNCaP,CLO_0007365,CLO:0007365;CLO:0037116,CLO:0007365;CLO:0037116
LnCAP,CLO_0007365,CLO:0007365;CLO:0037116,CLO:0007365;CLO:0037116
LNCAP,CLO_0007365,CLO:0007365;CLO:0037116,CLO:0007365;CLO:0037116
lncap,CLO_0007365,CLO:0007365;CLO:0037116,CLO:0007365;CLO:0037116
LNCaP_clone_FGC,CLO_0007365,,
LNCaP_DHT_DMSO_6h,CLO_0007365,,
LNCaP_DMSO,CLO_0007365,,
LNCaP_EtOH_vehicle_4h,CLO_0007365,,
LNCaP_EtOH_vehicle_4h_MED19_OE,CLO_0007365,,
LNCAP_FA,CLO_0007365,,
LNCaP_prostate_carcinoma,CLO_0007365,,
LNCaP_prostate_carcinoma_1F5,CLO_0007365,,
LNCaP_prostate_carcinoma_1F5_SIFOXA1,CLO_0007365,,
LNCaP_prostate_carcinoma_CSFCS,CLO_0007365,,
LNCaP_prostate_carcinoma_DHT,CLO_0007365,,
LNCaP_prostate_carcinoma_DHT_TNFA,CLO_0007365,,
LNCaP_prostate_carcinoma_DHT24H,CLO_0007365,,
LNCaP_prostate_carcinoma_DHT24H_SHFOXA1,CLO_0007365,,
LNCaP_prostate_carcinoma_DMSO,CLO_0007365,,
LNCaP_prostate_carcinoma_ETOH,CLO_0007365,,
LNCaP_prostate_carcinoma_ETOH_SHCTR,CLO_0007365,,
LNCaP_prostate_carcinoma_ETOH24H,CLO_0007365,,
LNCaP_prostate_carcinoma_FBS,CLO_0007365,,
LNCaP_prostate_carcinoma_FOXA1,CLO_0007365,,
LNCaP_prostate_carcinoma_HOTAIR,CLO_0007365,,
LNCaP_prostate_carcinoma_PHFRPMIFCS,CLO_0007365,,
LNCaP_prostate_carcinoma_R1881,CLO_0007365,,
LNCaP_prostate_carcinoma_R1881_HOTAIR,CLO_0007365,,
LNCaP_prostate_carcinoma_R1881_SHCTR,CLO_0007365,,
LNCaP_prostate_carcinoma_RPMIFBS,CLO_0007365,,
LNCaP_prostate_carcinoma_SHCTR,CLO_0007365,,
LNCaP_prostate_carcinoma_SHCTR_DHT,CLO_0007365,,
LNCaP_prostate_carcinoma_SHCTR_R1881,CLO_0007365,,
LNCaP_prostate_carcinoma_SHCTR_R1881_HD,CLO_0007365,,
LNCaP_prostate_carcinoma_SHFOXA1_PHFRPMIFCS,CLO_0007365,,
LNCaP_prostate_carcinoma_SHFOXA1_R1881,CLO_0007365,,
LNCaP_prostate_carcinoma_SHFOXA1_R1881_HD,CLO_0007365,,
LNCaP_prostate_carcinoma_SHFOXA1_RPMIFBS,CLO_0007365,,
LNCaP_prostate_carcinoma_SHFOXP1_DHT,CLO_0007365,,
LNCaP_prostate_carcinoma_SHGATA2,CLO_0007365,,
LNCaP_prostate_carcinoma_SHGATA2_ETOH,CLO_0007365,,
LNCaP_prostate_carcinoma_SHGATA2_R1881,CLO_0007365,,
LNCaP_prostate_carcinoma_SICTR_TNFA,CLO_0007365,,
LNCaP_prostate_carcinoma_SIFOXA1_TNFA,CLO_0007365,,
LNCaP_prostate_carcinoma_TNFA,CLO_0007365,,
LNCaP_R1881,CLO_0007365,,
LNCaP_R1881 4h,CLO_0007365,,
LNCaP_R1881 4h_MED19_OE,CLO_0007365,,
LNCaP_R1881_DOX,CLO_0007365,,
lncaparhi-ar-dht1nm,CLO_0007365,,
lncaparmo-ar-dht100nm,CLO_0007365,,
lncaparmo-ar-dht1nm,CLO_0007365,,
LNCaP-clone-FGC,CLO_0007366,CLO:0007366;CLO:0007367;CLO:0051537,CLO:0007366;CLO:0007367;CLO:0051537
lncap-dht,CLO_0007365,,
lncap-dht100nm,CLO_0007365,,
lncap-dht1nm,CLO_0007365,,
LNCaP-FGC,CLO_0007366,CLO:0007366;CLO:0007367;CLO:0051537,CLO:0007366;CLO:0007367;CLO:0051537
Loucy,CLO_0007375,CLO:0007375,CLO:0007375
LOUCY,CLO_0007375,CLO:0007375,CLO:0007375
Loucy_adult_T_acute_lymphoblastic_leukemia,CLO_0007375,,
LoVo,CLO_0007378,CLO:0007377;CLO:0007378;CLO:0050632,CLO:0007377;CLO:0007378;CLO:0050632
LoVo_colorectal_adenocarcinoma_PHASEM,CLO_0007378,,
LoVo_colorectal_adenocarcinoma_PHASES,CLO_0007378,,
LP1,CLO_0007379,CLO:0007379,CLO:0007379
LP-1,CLO_0007379,CLO:0007379,CLO:0007379
LP-1_SGC-CBP30,CLO_0007379,,
LS174T,CLO_0007403,CLO:0007393;CLO:0007403,CLO:0007393;CLO:0007403
LS174T_colon_adenocarcinoma,CLO_0007403,,
LS174T_colon_adenocarcinoma_BI8622,CLO_0007403,,
LS174T_colon_adenocarcinoma_DMSO,CLO_0007403,,
LS180,CLO_0007404,CLO:0007394;CLO:0007404,CLO:0007394;CLO:0007404
LS180_colon_cancer,CLO_0007404,,
LS180_colon_cancer_125,CLO_0007404,,
LU65,CLO_0050059,CLO:0050059,CLO:0050059
Lu99B,CLO_0050042,CLO:0037029;CLO:0050042,CLO:0037029;CLO:0050042
lung adenocarcinoma cell line:A549,CLO_0001601,,
lung adenocarcinoma cell line:PC-14,CLO_0008394,,
lymphangiectasia cell line:DS-1,CLO_0002821,,
malignant trichilemmal cyst cell line:DJM-1,CLO_0050680,,
MALME3,CLO_0007528,,
MALME-3,CLO_0007528,CLO:0007528,CLO:0007528
Mammary Epithelial Cell MCF10A,CLO_0007599,,
maxillary sinus tumor cell line:HSQ-89,CLO_0050085,,
MCAS,CLO_0037094,CLO:0037094,CLO:0037094
MCF_10A,CLO_0007599,,
MCF_7,CLO_0007606,,
MCF10A,CLO_0007599,CLO:0007599,CLO:0007599
MCF-10A,CLO_0007599,CLO:0007599,CLO:0007599
MCF10A_ DMSO,CLO_0007599,,
MCF10A_breast_epithelial_cells,CLO_0007599,,
MCF10A_high,CLO_0007599,,
MCF10A_low,CLO_0007599,,
MCF10A_Nutlin3A,CLO_0007599,,
MCF10A_p53shRNA_DMSO,CLO_0007599,,
MCF10A_p53shRNA_Nutlin3A,CLO_0007599,,
MCF10A_p63shRNA_DMSO,CLO_0007599,,
MCF10A_p63shRNA_Nutlin3A,CLO_0007599,,
MCF10A_scrshRNA_DMSO,CLO_0007599,,
MCF10A_scrshRNA_Nutlin3A,CLO_0007599,,
MCF10A-Er-Src,CLO_0037240,CLO:0037240,CLO:0037240
MCF10A-ER-Src,CLO_0037240,CLO:0037240,CLO:0037240
MCF10A-YAP5SA_ctrl,CLO_0007599,,
MCF10A-YAP5SA_plusDOX,CLO_0007599,,
MCF10CA1a,CLO_0007599,,
MCF-10CA1a,CLO_0007599,,
MCF10CA1a_breast_metastatic_epithelial_cells,CLO_0007599,,
MCF10CA1h,CLO_0007599,,
MCF12A,CLO_0037180,CLO:0007603;CLO:0037180,CLO:0007603;CLO:0037180
MCF12A_human_mammary_epithelial_cells,CLO_0037180,,
MCF7,CLO_0007606,CLO:0007601;CLO:0007605;CLO:0007606;CLO:0050868,CLO:0007601;CLO:0007605;CLO:0007606;CLO:0050868
mcf7,CLO_0007606,CLO:0007601;CLO:0007605;CLO:0007606;CLO:0050868,CLO:0007601;CLO:0007605;CLO:0007606;CLO:0050868
MCF-7,CLO_0007606,CLO:0007601;CLO:0007605;CLO:0007606;CLO:0050868,CLO:0007601;CLO:0007605;CLO:0007606;CLO:0050868
MCF7 TRPS1 KO,CLO_0007606,,
MCF7_1_high,CLO_0007606,,
MCF7_1_low,CLO_0007606,,
MCF-7_10Gygamma_2.5h,CLO_0007606,,
MCF-7_10Gygamma_5h,CLO_0007606,,
MCF-7_10Gygamma_7.5h,CLO_0007606,,
MCF7_CPI-455,CLO_0007606,,
MCF7_DAC,CLO_0007606,,
MCF7_DAC+455,CLO_0007606,,
MCF-7_DMSO_sgARID1A-1_KO,CLO_0007606,,
MCF-7_DMSO_sgARID1A-2_KO,CLO_0007606,,
MCF-7_E2,CLO_0007606,,
MCF-7_estradiol,CLO_0007606,,
MCF-7_EtOH,CLO_0007606,,
MCF7_FA,CLO_0007606,,
MCF7_FASR,CLO_0007606,,
MCF7_Invasive_ductal_breast_carcinoma,CLO_0007606,,
MCF7_Invasive_ductal_breast_carcinoma_CHX_10UM,CLO_0007606,,
MCF7_Invasive_ductal_breast_carcinoma_DEX,CLO_0007606,,
MCF7_Invasive_ductal_breast_carcinoma_DMSO,CLO_0007606,,
MCF7_Invasive_ductal_breast_carcinoma_E2,CLO_0007606,,
MCF7_Invasive_ductal_breast_carcinoma_E2_10M,CLO_0007606,,
MCF7_Invasive_ductal_breast_carcinoma_E2_120M,CLO_0007606,,
MCF7_Invasive_ductal_breast_carcinoma_E2_2M,CLO_0007606,,
MCF7_Invasive_ductal_breast_carcinoma_E2_40M,CLO_0007606,,
MCF7_Invasive_ductal_breast_carcinoma_E2_5M,CLO_0007606,,
MCF7_Invasive_ductal_breast_carcinoma_E2_SHCTCF,CLO_0007606,,
MCF7_Invasive_ductal_breast_carcinoma_E2_SHCTR,CLO_0007606,,
MCF7_Invasive_ductal_breast_carcinoma_E2_TAM,CLO_0007606,,
MCF7_Invasive_ductal_breast_carcinoma_E2_TNF,CLO_0007606,,
MCF7_Invasive_ductal_breast_carcinoma_E2PG,CLO_0007606,,
MCF7_Invasive_ductal_breast_carcinoma_ETOH,CLO_0007606,,
MCF7_Invasive_ductal_breast_carcinoma_GLYC,CLO_0007606,,
MCF7_Invasive_ductal_breast_carcinoma_HYPOXIA,CLO_0007606,,
