Cell Line,CLO_ID,cello_exact,cello_relaxed
RAJI,CLO_0008734,CLO:0008734;CLO:0019014;CLO:0050995,CLO:0008734;CLO:0019014;CLO:0050995
Raji,CLO_0008734,CLO:0008734;CLO:0019014;CLO:0050995,CLO:0008734;CLO:0019014;CLO:0050995
Raji lymphoblastic B cells,CLO_0008734,,
Raji_B,CLO_0008734,,
Raji_Burkitt_lymphoma,CLO_0008734,,
Raji_DMSO,CLO_0008734,,
Raji_JQ1,CLO_0008734,,
Ramos,CLO_0008738,CLO:0008738;CLO:0008739,CLO:0008738;CLO:0008739
RAMOS,CLO_0008738,CLO:0008738;CLO:0008739,CLO:0008738;CLO:0008739
RCC_7860_Renal_cell_carcinoma,CLO_0001486,,
RD,CLO_0037056,CLO:0008693;CLO:0008770,CLO:0008693;CLO:0008770
RD-Fusion-Negative-Rhabdomyosarcoma,CLO_0037056,,
REC1,CLO_0037056,CLO:0037056,CLO:0037056
REC-1,CLO_0037056,CLO:0037056,CLO:0037056
Rec-1_GSI,CLO_0037056,,
REC-1_Mantle_cell_lymphoma,CLO_0037056,,
Rec-1_WO,CLO_0037056,,
rectal cancer cell line:TT1TKB,CLO_0051401,,
REH,CLO_0008781,CLO:0008781;CLO:0008782,CLO:0008781;CLO:0008782
Reh,CLO_0008781,CLO:0008781;CLO:0008782,CLO:0008781;CLO:0008782
Reh_ATCC_CRL-8286,CLO_0008781,,
renal cell carcinoma cell line:OS-RC-2,CLO_0050889,,
renal cell carcinoma cell line:TUHR10TKB,CLO_0050896,,
RERF-GC-1B,CLO_0037146,CLO:0037146,CLO:0037146
RERF-LC-AI,CLO_0050027,CLO:0050027,CLO:0050027
retinoblastoma cell line:Y79,CLO_0009709,,
Rh1,CLO_0009878,CLO:0009878,CLO:0009878
RH30,CLO_0037074,CLO:0009030;CLO:0037074;CLO:0037076,CLO:0009030;CLO:0037074;CLO:0037076
Rh41,CLO_0037075,CLO:0037075,CLO:0037075
rhabdomyosarcoma cell line:KYM-1,CLO_0037073,,
rhabdomyosarcoma cell line:RMS-YM,CLO_0050151,,
RKO,CLO_0008825,CLO:0008825,CLO:0008825
RL,CLO_0008828,CLO:0008828,CLO:0008828
RL DMSO,CLO_0008828,,
RL_lenalidomide_tazemetostat,CLO_0008828,,
RL_R1446C_gRNA1,CLO_0008828,,
RL_R1446C_gRNA1_KDAC001,CLO_0008828,,
RL_R1446C_gRNA1_KDAC005,CLO_0008828,,
RL_tazemetostat,CLO_0008828,,
RL_WT_gRNA1,CLO_0008828,,
RL95-2,CLO_0008830,CLO:0008830,CLO:0008830
RL95-2_endometrial_adenosquamous_carcinoma,CLO_0008830,,
RMG1_ARID1A KO,CLO_0037103,,
RMG-I,CLO_0037103,CLO:0037103,CLO:0037103
RMS-YM,CLO_0050151,CLO:0050151,CLO:0050151
RPMI 2650,CLO_0008876,CLO:0008869;CLO:0008876,CLO:0008869;CLO:0008876
RPMI1788,CLO_0051022,CLO:0008867;CLO:0013924;CLO:0031846;CLO:0051022,CLO:0008867;CLO:0013924;CLO:0031846;CLO:0051022
RPMI7951,CLO_0008877,CLO:0008877,CLO:0008877
RPMI8402,CLO_0009857,CLO:0008874;CLO:0009857,CLO:0008874;CLO:0009857
RPMI-8402,CLO_0009857,CLO:0008874;CLO:0009857,CLO:0008874;CLO:0009857
RPMI-8402_T_acute_lymphoblastic_leukemia,CLO_0009857,,
RS4_11_AZD1775 _10h,CLO_0008883,,
RS4_11_AZD1775 _4h,CLO_0008883,,
RS4_11_DMSO_10h,CLO_0008883,,
RS4_11_DMSO_4h,CLO_0008883,,
RS411,CLO_0008883,CLO:0008883,CLO:0008883
RS4-11,CLO_0008883,CLO:0008883,CLO:0008883
RS4-11_adult_B_acute_lymphoblastic_leukemia,CLO_0008883,,
RS4-11_adult_B_acute_lymphoblastic_leukemia_DEX,CLO_0008883,,
RWPE1,CLO_0008905,CLO:0008905,CLO:0008905
RWPE-1,CLO_0008905,CLO:0008905,CLO:0008905
RWPE1 Lacz rep1,CLO_0008905,,
RWPE1 Schlap1 rep1,CLO_0008905,,
RWPE1_prostate_epithelial_cells,CLO_0008905,,
RWPE2,CLO_0008906,CLO:0008906,CLO:0008906
RWPE-2,CLO_0008906,CLO:0008906,CLO:0008906
sacrococcigeal teratoma cell line:HTST,CLO_0050139,,
SAH_SMARCB1_K364del/+,CLO_0037307,,
SAH_WT,CLO_0037307,,
Saos-2,CLO_0008947,CLO:0008947;CLO:0050140,CLO:0008947;CLO:0050140
SaOS-2,CLO_0008947,CLO:0008947;CLO:0050140,CLO:0008947;CLO:0050140
SaOS2_osteosarcoma,CLO_0008947,,
saos-rep1,CLO_0008947,,
saos-rep2,CLO_0008947,,
SAS,CLO_0051568,CLO:0051568,CLO:0051568
SCC25,CLO_0008967,CLO:0008967,CLO:0008967
SCC-25,CLO_0008967,CLO:0008967,CLO:0008967
SCC-9,CLO_0008969,CLO:0008969,CLO:0008969
SCH,CLO_0037148,CLO:0037148,CLO:0037148
schwannoma cell line:HS-PSS,CLO_0051534,,
schwannoma cell line:HS-PSS tech_rep2,CLO_0051534,,
serous adenocarcinoma cell line:JHOS-2,CLO_0051440,,
serous adenocarcinoma cell line:SK-OV-3-R after co-culture with SOC-57-02-G biol_rep1,CLO_0009063,,
serous adenocarcinoma cell line:SK-OV-3-R biol_rep1,CLO_0009063,,
serous cystadenocarcinoma cell line:HTOA,CLO_0051442,,
SF268,CLO_0009902,CLO:0009902,CLO:0009902
SF268_astrocytoma_,CLO_0009902,,
SHSY5Y,CLO_0009015,CLO:0009015,CLO:0009015
SH-SY5Y,CLO_0009015,CLO:0009015,CLO:0009015
SH-SY5Y_DMSO_3h,CLO_0009015,,
SH-SY5Y_neuroblastoma,CLO_0009015,,
SH-SY5Y_neuroblastoma_OVERMYCN_24H,CLO_0009015,,
SH-SY5Y_neuroblastoma_OVERMYCN_48H,CLO_0009015,,
SH-SY5Y_untreat,CLO_0009015,,
SH-SY5Y-MYCN-OFF,CLO_0009015,,
signet ring carcinoma cell line:Kato III,CLO_0007073,,
signet ring carcinoma cell line:NUGC-4,CLO_0050789,,
SiHa,CLO_0009017,CLO:0009017,CLO:0009017
SJCRH30,CLO_0037076,CLO:0009030;CLO:0037074;CLO:0037076,CLO:0009030;CLO:0037074;CLO:0037076
SJSA-1,CLO_0009031,CLO:0009031,CLO:0009031
SJSA-1osteosarcoma,CLO_0009031,,
SK-BR-3,CLO_0009034,CLO:0009034;CLO:0037295,CLO:0009034;CLO:0037295
SK-BR-3_breast_adenocarcinoma,CLO_0009034,,
SK-BR-3_breast_adenocarcinoma_EGF,CLO_0009034,,
SK-BR-3_breast_adenocarcinoma_HRG,CLO_0009034,,
SK-ES-1,CLO_0009036,CLO:0009036,CLO:0009036
SKG-II-SF,CLO_0050918,CLO:0050918,CLO:0050918
SK-LMS-1_HDAC4KO,CLO_0009038,,
SK-LMS-1_WT,CLO_0009038,,
SKM-1,CLO_0037289,CLO:0037289,CLO:0037289
SKMEL2,CLO_0009041,CLO:0009041,CLO:0009041
SK-MEL-28,CLO_0009043,CLO:0009043,CLO:0009043
SKMEL30,CLO_0009045,CLO:0009045,CLO:0009045
SKMEL5,CLO_0009047,CLO:0009047,CLO:0009047
SK-MEL-5,CLO_0009047,CLO:0009047,CLO:0009047
SK-MEL-5_Cutaneous_melanoma,CLO_0009047,,
SK-MEL-5_DMSO_6h,CLO_0009047,,
SKMNC,CLO_0009058,,
SK-N-AS,CLO_0009051,CLO:0009051,CLO:0009051
SK-N-AS_neuroblastoma,CLO_0009051,,
SK-N-BE_2_-C,CLO_0009053,,
SK-N-BE_2_-C_GFP_control,CLO_0009053,,
SK-N-BE_2_-C_naive_JQ1,CLO_0009053,,
SK-N-BE_2_-C_naive_vehicle,CLO_0009053,,
SK-N-BE_2_-C_PI3K_engineered,CLO_0009053,,
SK-N-BE_2_-C_resistant_JQ1,CLO_0009053,,
SK-N-BE_2_-C_resistant_vehicle,CLO_0009053,,
SK-N-BE_2-C,CLO_0009053,,
SK-N-BE2,CLO_0009052,CLO:0009052,CLO:0009052
SK-N-BE2-C,CLO_0009053,,
SKNDZ,CLO_0009054,CLO:0009054,CLO:0009054
SK-N-DZ,CLO_0009054,CLO:0009054,CLO:0009054
SK-N-FI,CLO_0009057,CLO:0009056;CLO:0009057,CLO:0009056;CLO:0009057
SKNMC,CLO_0009058,CLO:0009058,CLO:0009058
SK-N-MC,CLO_0009058,CLO:0009058,CLO:0009058
SK-N-MC_Askin_tumor,CLO_0009058,,
SK-N-MC_Askin_tumor_SHFLI_48H,CLO_0009058,,
SK-N-MC_Askin_tumor_SHFLI_96H,CLO_0009058,,
SK-N-MC_Askin_tumor_SHGFP_48H,CLO_0009058,,
SK-N-MC_Askin_tumor_SHGFP_96H,CLO_0009058,,
SKNSH,CLO_0009059,CLO:0009059;CLO:0050268,CLO:0009059;CLO:0050268
sknsh,CLO_0009059,CLO:0009059;CLO:0050268,CLO:0009059;CLO:0050268
SK-N-SH,CLO_0009059,CLO:0009059;CLO:0050268,CLO:0009059;CLO:0050268
SK-N-SH_neuroblastoma,CLO_0009059,,
SKOV3,CLO_0009063,CLO:0009063,CLO:0009063
SK-OV3,CLO_0009063,CLO:0009063,CLO:0009063
SK-OV-3_ovarian_serous_cystadenocarcinoma,CLO_0009063,,
SK-OV-3-R,CLO_0009063,,
SK-PN-DW,CLO_0009064,CLO:0009064,CLO:0009064
SK-UT-1,CLO_0009065,CLO:0009065,CLO:0009065
SKW-3,CLO_0009068,CLO:0009068;CLO:0051007,CLO:0009068;CLO:0051007
SLVL,CLO_0050869,CLO:0050869,CLO:0050869
small cell gastrointestinal carcinoma cell line:ECC10,CLO_0050796,,
small cell lung carcinoma cell line:LK-2,CLO_0050064,,
small cell lung carcinoma cell line:NCI-H82,CLO_0008118,,
small cell lung carcinoma cell line:WA-hT,CLO_0050041,,
small-cell gastrointestinal carcinoma cell line:ECC4,CLO_0051398,,
SNU016,CLO_0009095,,
SNU16,CLO_0009095,CLO:0009095,CLO:0009095
SNU-387,CLO_0009097,CLO:0009097,CLO:0009097
SNU-398,CLO_0009098,CLO:0009098,CLO:0009098
somatostatinoma cell line:QGP-1,CLO_0037113,,
spindle cell sarcoma cell line:Hs 132.T,CLO_0003848,,
splenic lymphoma with villous lymphocytes cell line:SLVL,CLO_0050869,,
squamous cell carcinoma cell line:EC-GI-10,CLO_0051378,,
squamous cell lung carcinoma cell line:EBC-1,CLO_0050039,,
StromaNKtert,CLO_0051546,CLO:0051546,CLO:0051546
SU-DHL-1_ALK+,CLO_0009160,,
SU-DHL-1_Anaplastic_large_cell_lymphoma,CLO_0009160,,
SU-DHL-10,CLO_0037059,CLO:0037059,CLO:0037059
SU-DHL-10_diffuse_large_B-cell_lymphoma,CLO_0037059,,
sudhl4,CLO_0037061,CLO:0037061,CLO:0037061
SUDHL-4,CLO_0037061,CLO:0037061,CLO:0037061
SU-DHL-4,CLO_0037061,CLO:0037061,CLO:0037061
SU-DHL-4_diffuse_large_B-cell_lymphoma,CLO_0037061,,
SU-DHL-5,CLO_0037062,CLO:0037062,CLO:0037062
SUDHL6,CLO_0037063,CLO:0037063,CLO:0037063
SU-DHL-6,CLO_0037063,CLO:0037063,CLO:0037063
SU-DHL-6_diffuse_large_B-cell_lymphoma,CLO_0037063,,
SUIT-2,CLO_0037114,CLO:0037114,CLO:0037114
SUIT2 WT,CLO_0037114,,
SUIT2_GFP,CLO_0037114,,
SUIT2_MTV,CLO_0037114,,
SUIT2_TP63dN,CLO_0037114,,
SUIT2_TP63dN_DOX,CLO_0037114,,
SUM1315,CLO_0009916,CLO:0009916,CLO:0009916
SUM149,CLO_0009917,CLO:0009917,CLO:0009917
SUM149PT,CLO_0009917,CLO:0009917,CLO:0009917
SUM159,CLO_0009918,CLO:0009918,CLO:0009918
SUM159_BRD7_KO,CLO_0009918,,
SUM159_DMSO_24h,CLO_0009918,,
SUM159_WT,CLO_0009918,,
SUM159PT,CLO_0009918,CLO:0009918,CLO:0009918
SUM159PT_Triple_negative_breast_cancer,CLO_0009918,,
SUM159PT-BT-474,CLO_0009918,,
SUM159PT-MCF-7,CLO_0009918,,
SUM159PT-T47D,CLO_0009918,,
SUM159PT-ZR-75-1,CLO_0009918,,
SUM159R,CLO_0009918,,
SUM185,CLO_0009919,CLO:0009919,CLO:0009919
SUM229PE,CLO_0009921,CLO:0009921,CLO:0009921
SUP-B15,CLO_0009161,CLO:0009161,CLO:0009161
SupB15 ACY1035,CLO_0009161,,
SupB15 DMSO,CLO_0009161,,
SUP-B15_Childhood_B_acute_lymphoblastic_leukemia,CLO_0009161,,
SUP-M2_ALK+,CLO_0037065,,
SupT1_WT,CLO_0009164,,
SW 1353,CLO_0009186,CLO:0009186;CLO:0009210,CLO:0009186;CLO:0009210
SW 1573,CLO_0009190,CLO:0009190,CLO:0009190
SW 872,CLO_0009201,CLO:0009201;CLO:0037071,CLO:0009201;CLO:0037071
SW-13,CLO_0009209,CLO:0009185;CLO:0009209,CLO:0009185;CLO:0009209
SW1353,CLO_0009186,CLO:0009186;CLO:0009210,CLO:0009186;CLO:0009210
SW1353_chondrosarcoma,CLO_0009186,,
SW1783,CLO_0009191,CLO:0009191,CLO:0009191
SW1990,CLO_0009192,CLO:0009192;CLO:0009194,CLO:0009192;CLO:0009194
SW403,CLO_0009215,CLO:0009193;CLO:0009214;CLO:0009215,CLO:0009193;CLO:0009214;CLO:0009215
SW48,CLO_0009216,CLO:0009216,CLO:0009216
SW480,CLO_0009218,CLO:0009195;CLO:0009217;CLO:0009218,CLO:0009195;CLO:0009217;CLO:0009218
Sw480,CLO_0009218,CLO:0009195;CLO:0009217;CLO:0009218,CLO:0009195;CLO:0009217;CLO:0009218
SW480_colon_adenocarcinoma,CLO_0009218,,
SW620,CLO_0009221,CLO:0009196;CLO:0009221,CLO:0009196;CLO:0009221
SW620_colon_adenocarcinoma,CLO_0009221,,
SW872_CAMTA1,CLO_0009201,,
SW872_Empty Vector,CLO_0009201,,
SW872_TAZ_CAMTA1,CLO_0009201,,
SW872_TAZ4SA,CLO_0009201,,
SW872_TFE3,CLO_0009201,,
SW872_YAP_TFE3,CLO_0009201,,
SW872_YAP5SA,CLO_0009201,,
SW982,CLO_0037072,CLO:0009206;CLO:0037072,CLO:0009206;CLO:0037072
synovial sarcoma cell line:HS-SY-II,CLO_0050072,,
T24,CLO_0009245,CLO:0009235;CLO:0009245;CLO:0050843;CLO:0050844,CLO:0009235;CLO:0009245;CLO:0050843;CLO:0050844
T24_1_high,CLO_0009245,,
T24_1_low,CLO_0009245,,
T24_2_low,CLO_0009245,,
T3M-3,CLO_0050641,CLO:0050641,CLO:0050641
T3M4 wt,CLO_0050113,,
T470,CLO_0009251,,
T47D,CLO_0009251,CLO:0009251,CLO:0009251
t47d,CLO_0009251,CLO:0009251,CLO:0009251
T-47D,CLO_0009251,CLO:0009251,CLO:0009251
T47D noSerum,CLO_0009251,,
T47D Serum,CLO_0009251,,
T-47D_1,CLO_0009251,,
T-47D_2,CLO_0009251,,
T47D_Full,CLO_0009251,,
T47D_invasive_ductal_carcinoma,CLO_0009251,,
T47D_invasive_ductal_carcinoma_DEX,CLO_0009251,,
T47D_invasive_ductal_carcinoma_E2,CLO_0009251,,
T47D_invasive_ductal_carcinoma_PROG,CLO_0009251,,
T47D_invasive_ductal_carcinoma_R5020,CLO_0009251,,
T47D_shCtrl_0hr,CLO_0009251,,
T47D_shCtrl_24hr,CLO_0009251,,
T47D_shCtrl_45min,CLO_0009251,,
T47D_shCtrl_8hr,CLO_0009251,,
T47D_shCtrl_shRING1B_0,CLO_0009251,,
T47D_shCtrl_shRING1B_24hr,CLO_0009251,,
T47D_shCtrl_shRING1B_45min,CLO_0009251,,
T47D_shCtrl_shRING1B_8hr,CLO_0009251,,
T-47D_untreat,CLO_0009251,,
T-47D-A,CLO_0009251,,
T47D-A1-2,CLO_0009251,,
T-47D-B,CLO_0009251,,
t47d-e2pg,CLO_0009251,,
T47D-MTVL,CLO_0009251,,
T-47D-MTVL,CLO_0009251,,
t47d-pg,CLO_0009251,,
T98G,CLO_0009258,CLO:0009236;CLO:0009258;CLO:0050636,CLO:0009236;CLO:0009258;CLO:0050636
TALL-1,CLO_0051547,,
TASK1,CLO_0037092,CLO:0037092,CLO:0037092
TC71,CLO_0009879,CLO:0009879;CLO:0021329,CLO:0009879;CLO:0021329
TC-71,CLO_0009879,CLO:0009879;CLO:0021329,CLO:0009879;CLO:0021329
TC71_SA2 KO,CLO_0009879,,
TC71_WT,CLO_0009879,,
TCO-1,CLO_0050920,,
TE 354.T,CLO_0009299,CLO:0009299,CLO:0009299
TE5,CLO_0009287,CLO:0051375,CLO:0051375
TE-5,CLO_0009287,CLO:0051375,CLO:0051375
TE5_1,CLO_0009287,,
TE-671,CLO_0009305,CLO:0009305;CLO:0009317,CLO:0009305;CLO:0009317
TE7,CLO_0009319,CLO:0009319,CLO:0009319
TE7_1,CLO_0009319,,
TEN,CLO_0050884,CLO:0050884,CLO:0050884
teratocarcinoma cell line:NCC-IT-A3,CLO_0037149,,
teratocarcinoma cell line:NCR-G1,CLO_0051395,,
teratocarcinoma cell line:PA-1,CLO_0008350,,
testicular germ cell embryonal carcinoma cell line:NEC14,CLO_0051392,,
testicular germ cell embryonal carcinoma cell line:NEC15,CLO_0051393,,
testicular germ cell embryonal carcinoma cell line:NEC8,CLO_0051391,,
TF1,CLO_0009325,CLO:0009325;CLO:0009326,CLO:0009325;CLO:0009326
TF-1_erythroleukemia,CLO_0009325,,
TFK-1,CLO_0009330,CLO:0009330;CLO:0050010,CLO:0009330;CLO:0050010
TGBC14TKB,CLO_0050016,CLO:0050016,CLO:0050016
TGBC18TKB,CLO_0051538,CLO:0051538,CLO:0051538
TGBC2TKB,CLO_0009348,CLO:0050015,CLO:0050015
THP-1,CLO_0009348,CLO:0009348;CLO:0050999,CLO:0009348;CLO:0050999
THP1_1_high,CLO_0009348,,
THP1_1_low,CLO_0009348,,
THP-1_24h with EtOH,CLO_0009348,,
THP-1_acute_monocytic_leukemia,CLO_0009348,,
THP-1_acute_monocytic_leukemia_1H_125D,CLO_0009348,,
THP-1_acute_monocytic_leukemia_2D3,CLO_0009348,,
THP-1_acute_monocytic_leukemia_2H_125D,CLO_0009348,,
THP-1_acute_monocytic_leukemia_CAL,CLO_0009348,,
THP-1_acute_monocytic_leukemia_T09,CLO_0009348,,
THP1_DMSO_noPMA,CLO_0009348,,
THP-1_untr,CLO_0009348,,
THP-6 T-ALL,CLO_0009348,,
thyroid carcinoma cell line:TCO-1,CLO_0050920,,
TM-31,CLO_0050635,CLO:0050635,CLO:0050635
TMD8,CLO_0037272,,
TMD8_diffuse_large_B-cell_lymphoma,CLO_0037272,,
Toledo,CLO_0009382,CLO:0009382,CLO:0009382
TOLEDO,CLO_0009382,CLO:0009382,CLO:0009382
Toledo_CARM1i,CLO_0009382,,
TOV-21G,CLO_0009385,CLO:0009385,CLO:0009385
transitional-cell carcinoma cell line:5637,CLO_0001421,,
transitional-cell carcinoma cell line:JMSU1,CLO_0050846,,
T-REx-293,CLO_0037238,CLO:0037238,CLO:0037238
tridermal teratoma cell line:HGRT,CLO_0050118,,
TT1TKB,CLO_0051401,CLO:0051401,CLO:0051401
tubular adenocarcinoma cell line:SUIT-2,CLO_0037114,,
TUHR10TKB,CLO_0050896,CLO:0050896,CLO:0050896
U118,CLO_0009451,CLO:0009451,CLO:0009451
U-2 OS,CLO_0009454,CLO:0001272;CLO:0009454,CLO:0001272;CLO:0009454
U266,CLO_0009457,CLO:0009457;CLO:0009458,CLO:0009457;CLO:0009458
U266_plasma_cell_myeloma,CLO_0009457,,
U266B1,CLO_0009458,CLO:0009457;CLO:0009458,CLO:0009457;CLO:0009458
U2OS,CLO_0009454,CLO:0001272;CLO:0009454,CLO:0001272;CLO:0009454
U2-OS,CLO_0009454,CLO:0001272;CLO:0009454,CLO:0001272;CLO:0009454
U2OS_osteosarcoma,CLO_0009454,,
U2OS_osteosarcoma_DMSO,CLO_0009454,,
U2OS_osteosarcoma_Doxy,CLO_0009454,,
U2OS_osteosarcoma_DXR,CLO_0009454,,
U2OS_osteosarcoma_HEAT,CLO_0009454,,
U2OS_osteosarcoma_HEAT_20,CLO_0009454,,
U2OS_osteosarcoma_NUT,CLO_0009454,,
U2OS_osteosarcoma_SHHIC5,CLO_0009454,,
U2OS_osteosarcoma_SHMYC,CLO_0009454,,
U2OS_osteosarcoma_SHNS,CLO_0009454,,
U2OS_osteosarcoma_SHRCTR,CLO_0009454,,
U2OS_osteosarcoma_UV_16H,CLO_0009454,,
U2OS_osteosarcoma_UV_8H,CLO_0009454,,
U2OS_siMLL3.1,CLO_0009454,,
U2OS_siNC,CLO_0009454,,
u2os-6an,CLO_0009454,,
u2os-actd,CLO_0009454,,
u2os-actd-ps15,CLO_0009454,,
u2os-actd-ps46,CLO_0009454,,
U2OS-anaphase/telophase,CLO_0009454,,
u2os-dmso,CLO_0009454,,
u2os-eto,CLO_0009454,,
u2os-eto-ps15,CLO_0009454,,
u2os-eto-ps46,CLO_0009454,,
U2OS-interphase,CLO_0009454,,
U2OS-prometaphase,CLO_0009454,,
u87,CLO_0009464,CLO:0009463;CLO:0009464,CLO:0009463;CLO:0009464
U87,CLO_0009464,CLO:0009463;CLO:0009464,CLO:0009463;CLO:0009464
U87 GBM,CLO_0009464,,
U87 GBM_Mock,CLO_0009464,,
U87_EGFRvIII_erlotinib,CLO_0009464,,
U87_EGFRvIII_FBS,CLO_0009464,,
U87_EGFRvIII_shFOXG1_FBS,CLO_0009464,,
U87_EGFRvIII_shSCR_FBS,CLO_0009464,,
U87_EGFRvIII_shSOX9_FBS,CLO_0009464,,
U87_FBS,CLO_0009464,,
U87_glioblastoma,CLO_0009464,,
U-87MG,CLO_0009464,CLO:0009463;CLO:0009464,CLO:0009463;CLO:0009464
U87MGglioblastoma,CLO_0009464,,
U937,CLO_0009465,CLO:0009450;CLO:0009465,CLO:0009450;CLO:0009465
U-937,CLO_0009465,CLO:0009450;CLO:0009465,CLO:0009450;CLO:0009465
U-937 DE-4,CLO_0050122,CLO:0050122,CLO:0050122
U937_adult_acute_monocytic_leukemia,CLO_0009465,,
U937-AE,CLO_0009465,,
UACC257,CLO_0037135,CLO:0037135,CLO:0037135
UACC-257,CLO_0037135,CLO:0037135,CLO:0037135
UAE,CLO_0009465,,
UAE_ZINC,CLO_0009465,,
VCaP,CLO_0037117,CLO:0037117,CLO:0037117
vcap,CLO_0037117,CLO:0037117,CLO:0037117
VCaP_prostate_carcinoma,CLO_0037117,,
VCaP_prostate_carcinoma_DHAT_18H,CLO_0037117,,
VCaP_prostate_carcinoma_DHAT_2H,CLO_0037117,,
VCaP_prostate_carcinoma_DHT,CLO_0037117,,
VCaP_prostate_carcinoma_DHT24H,CLO_0037117,,
VCaP_prostate_carcinoma_DHT24H_SHFOXA1,CLO_0037117,,
VCaP_prostate_carcinoma_DHT24H_SHFOXP1,CLO_0037117,,
VCaP_prostate_carcinoma_DHT24H_SHRUNX1,CLO_0037117,,
VCaP_prostate_carcinoma_E2,CLO_0037117,,
VCaP_prostate_carcinoma_E2_ERA,CLO_0037117,,
VCaP_prostate_carcinoma_ETOH,CLO_0037117,,
VCaP_prostate_carcinoma_ETOH24H,CLO_0037117,,
VCaP_prostate_carcinoma_R1881,CLO_0037117,,
VCaP_prostate_carcinoma_R1881_10C26,CLO_0037117,,
VCaP_prostate_carcinoma_R1881_10C30,CLO_0037117,,
VCaP_prostate_carcinoma_R1881_1C26,CLO_0037117,,
VCaP_prostate_carcinoma_R1881_1C30,CLO_0037117,,
VCaP_prostate_carcinoma_R1881_30M,CLO_0037117,,
VCaP_prostate_carcinoma_R1881_4H,CLO_0037117,,
VCaP_prostate_carcinoma_SH1_DHT,CLO_0037117,,
VCaP_prostate_carcinoma_SH1_R1881,CLO_0037117,,
VCaP_prostate_carcinoma_SH2_DHT,CLO_0037117,,
VCaP_prostate_carcinoma_SH2_R1881,CLO_0037117,,
VCaP_prostate_carcinoma_SH3_DHT,CLO_0037117,,
VCaP_prostate_carcinoma_SHCTR_R1881,CLO_0037117,,
VCaP_prostate_carcinoma_SHPIAS1_R1881,CLO_0037117,,
vcap-dht-mdv3100,CLO_0037117,,
vcap-dmso,CLO_0037117,,
vcap-jq1,CLO_0037117,,
WA-hT,CLO_0050041,CLO:0050041,CLO:0050041
WERI-Rb1,CLO_0009584,CLO:0009583;CLO:0009584;CLO:0051563,CLO:0009583;CLO:0009584;CLO:0051563
WERI-Rb-1,CLO_0009584,CLO:0009583;CLO:0009584;CLO:0051563,CLO:0009583;CLO:0009584;CLO:0051563
WERI-Rb-1_retinoblastoma,CLO_0009584,,
WI38,CLO_0009594,CLO:0009591;CLO:0009594;CLO:0035526;CLO:0035534,CLO:0009591;CLO:0009594;CLO:0035526;CLO:0035534
WI-38,CLO_0009594,CLO:0009591;CLO:0009594;CLO:0035526;CLO:0035534,CLO:0009591;CLO:0009594;CLO:0035526;CLO:0035534
WI-38_lung_fibroblasts,CLO_0009594,,
WI-38VA13,CLO_0009597,,
WIL2-NS,CLO_0009604,CLO:0009601;CLO:0009604,CLO:0009601;CLO:0009604
Wilms' tumor cell line:G-401,CLO_0003434,,
Wilms' tumor cell line:HFWT,CLO_0050899,,
WM115,CLO_0009613,CLO:0009613,CLO:0009613
WM266-4,CLO_0009612,CLO:0009612;CLO:0009615,CLO:0009612;CLO:0009615
WPMY-1,CLO_0009628,CLO:0009628,CLO:0009628
WSU-DLCL2,CLO_0037068,CLO:0037068,CLO:0037068
WT hiPSC#1,CLO_0037308,,
WT/Jurkat,CLO_0007043,,
WT/Jurkat-11bp,CLO_0007043,,
WT-11bp/Jurkat,CLO_0007043,,
WTC11 iPSCs,CLO_0037308,,
xeroderma pigentosum b cell line:XPL 17,CLO_0051020,,
XPL 17,CLO_0051020,CLO:0051020,CLO:0051020
Y79,CLO_0009709,CLO:0009709;CLO:0030277;CLO:0051564,CLO:0009709;CLO:0030277;CLO:0051564
ZR75-30,CLO_0009728,CLO:0009728,CLO:0009728
ZR-75-30_KO,CLO_0009728,,
ZR-75-30_parental,CLO_0009728,,
